country,year,area_square_kilometres,total_population,population_density_pers_per_sq_km,population_aged_0_14_male,population_aged_0_14_female,population_aged_15_64_male,population_aged_15_64_female,population_aged_64_male,population_aged_64_female,total_population_male,total_population_female,life_expectancy_at_birth_women,life_expectancy_at_birth_men,life_expectancy_at_age_65_women,life_expectancy_at_age_65_men,total_fertility_rate,adolescent_fertility_rate,mean_age_of_women_at_birth_of_first_child,computer_use_16_24_male,computer_use_16_24_female,computer_use_25_54_male,computer_use_25_54_female,computer_use_55_74_male,computer_use_55_74_female,women_in_the_labour_force_percent_of_corresponding_total_for_both_sexes,female_part_time_employment_percent_of_both_sexes,gender_pay_gap_in_monthly_earnings,gender_pay_gap_in_hourly_earning_wage_rate,female_tertiary_students_percent_of_total,women_researchers_percent_of_corresponding_total_for_both_sexes,female_legislators_senior_officials_and_managers_percent_of_total,female_professionals_percent_of_total_for_both_sexes,female_clerks_percent_of_total_for_both_sexes,female_craft_and_related_workers_percent_of_total_for_both_sexes,female_plant_and_machine_operators_and_assemblers_percent_of_total_for_both_sexes,female_government_ministers_percent_of_total,female_members_of_parliament_percent_of_total,female_ambassadors_percent_of_total,female_judges_percent_of_total,women_percent_of_all_victims_of_homicides,total_employment_growth_rate,unemployment_rate,youth_unemployment_rate,economic_acivity_rate_women_15_64,economic_activity_rate_men_15_64,gdp_at_current_prices_and_ppps_millions_of_us,gdp_at_current_prices_millions_of_ncus,gdp_per_capita_at_current_prices_and_ppps_us,gdp_per_capita_at_current_prices_ncus,final_consumption_expenditure_per_capita_us_dollars_current_ppps,purchasing_power_parity_ppp_ncu_per_us,exchange_rate_xr_ncu_per_us,consumer_price_index_growth_rate,export_of_goods_and_services_per_cent_of_gdp,import_of_goods_and_services_per_cent_of_gdp,external_balance_on_goods_and_services_per_cent_of_gdp,gdp_in_agriculture_isic4_a_output_approach_index_2005_100,gdp_in_industry_incl_construction_isic4_b_f_output_approach_index_2005_100,gdp_in_services_isic4_g_u_output_approach_index_2005_100,gdp_in_agriculture_etc_isic4_a_output_approach_per_cent_share_of_gva,gdp_in_industry_etc_isic4_b_e_output_approach_per_cent_share_of_gva,gdp_in_construction_isic4_f_output_approach_per_cent_share_of_gva,gdp_in_trade_hospitality_transport_and_communication_isic4_g_j_output_approach_per_cent_share_of_gva,gdp_in_finance_and_business_services_isic4_k_n_output_approach_per_cent_share_of_gva,gdp_in_public_administration_education_and_health_isic4_o_q_output_approach_per_cent_share_of_gva,gdp_in_other_service_activities_isic4_r_u_output_approach_per_cent_share_of_gva,employment_in_agriculture_hunting_forestry_and_fishing_isic_rev_4_a_share_of_total_employment,employment_in_industry_and_energy_isic_rev_4_b_e_share_of_total_employment,employment_in_construction_isic_rev_4_f_share_of_total_employment,employment_in_trade_hotels_restaurants_transport_and_communications_isic_rev_4_g_j_share_of_total_employment,employment_in_finance_real_estate_and_business_services_isic_rev_4_k_n_share_of_total_employment,employment_in_public_administration_education_and_health_isic_rev_4_o_q_share_of_total_employment,employment_in_other_service_activities_isic_rev_4_r_u_share_of_total_employment,persons_killed_in_road_accidents,persons_injured_in_road_accidents,total_length_of_motorways_km,total_length_of_railway_lines_km
"Moldova, Republic of",2004,33845,3603946,106.48385,358197,340262,1235028,1314964,133408,222087,47.90951,52.09049,72.49,64.63,14.31,11.36,1.26,29.2359,22.4,,,,,,,51.02459,54.37516,24.52765,,58.6682,44.77064,39.01722,62.17297,83.37031,34.07301,4.99609,6.25,12.87129,,31.63265,32.34323,-2.94329,8.1,19.7,53.39713,54.62265,9574.51382,32031.8,2656.67958,8887.99481,2761.67183,3.34553,12.32972,12.47792,51.19413,81.50557,-30.31144,,,,,,,,,,,,,,,,,,405,2042,0,1075
"Moldova, Republic of",2005,33845,3595187,106.22506,344233,326543,1245541,1324528,132331,222011,47.90029,52.09971,71.72,63.8,13.84,11.05,1.27,29.01236,22.4,,,,,,,51.52498,55.10789,18.17288,,57.40591,43.36043,38.81488,62.92468,85.05053,32.45224,6.12693,6.66667,,5,32.51834,35.44776,0.21222,7.3,18.7,52.87098,53.12928,10622.50497,37651.869,2954.64356,10472.84539,3246.29258,3.54454,12.59963,11.76765,51.16376,91.8603,-40.69654,,,,,,,,,,,,,,,,,,391,1898,0,1038.1
"Moldova, Republic of",2006,33845,3585523,105.93952,335231,318899.5,1249663.5,1320866.5,135304.5,225558,47.97624,52.02376,72.42,64.58,14.39,11.43,1.2,28.70104,22.5,,,,,,,49.14197,51.32992,13.89057,,57.3308,41.68329,38.87554,62.10301,81.90495,28.28225,6.63012,29.41176,21.78218,20.83333,33.41523,28.62745,-4.67381,7.4,17.1,48.7505,53.43318,11474.23993,44754.367,3200.16063,12481.97388,3644.7876,3.90042,13.13106,12.87434,45.25597,91.89767,-46.64171,,,,,,,,,,,,,,,,,,382,1916,,1154.2
"Moldova, Republic of",2007,33845,3576906.5,105.68493,327249.5,311873,1252896,1316083,139099,229706,48.06512,51.93488,72.74,65.15,14.48,11.81,1.3,26.03438,22.8,,,,,,,49.53659,52.59832,17.98908,,58.34569,45.13889,40.15272,64.39087,82.08995,26.80686,7.08427,10.52632,21.78218,26.92308,33.72922,28.7037,-0.84662,5.1,14.4,47.84972,50.97279,12140.99978,53429.571,3394.27041,14937.35403,3850.94048,4.40076,12.13994,12.1337,45.58084,97.14085,-51.56001,,,,,,,,,,,,,,,,,,464,1973,,1153.6
"Moldova, Republic of",2008,33845,3570107.5,105.48404,317052.5,301588,1260710,1323494.5,138432.5,228830,48.07124,51.92876,73.31,65.52,14.81,12.08,1.3,25.99603,23.1,,,,,,,49.43368,52.76117,19.79737,,57.28059,45.63526,37.93635,63.39349,87.53478,26.76659,8.47248,29.41176,21.78218,26.92308,33.63844,24.03433,0.32352,4,11.2,47.24795,50.50876,13340.38183,62921.545,3736.6865,17624.53958,4243.24231,4.71662,10.39204,12.89909,40.81904,93.60353,-52.78449,,,,,,,,,,,,,,,,,,500,2369,0,
"Moldova, Republic of",2009,33845,3565603.5,105.35097,309054.5,293404,1268687,1331291.5,136467.5,226699,48.07627,51.92373,73.59,65.34,14.97,11.95,1.3,27.02404,23.3,,,,,,,48.74985,47.03574,18.41883,,56.42324,47.31817,38.65265,62.62229,86.49335,26.42141,7.5989,33.33333,23.76238,30.43478,37.04545,28.33333,-5.32764,6.4,15.4,45.47742,49.81686,12636.59237,60429.803,3544.02972,16948.00398,4021.66514,4.78213,11.10958,-0.05901,36.87212,73.4912,-36.61908,,,,,,,,,,,,,,,,,,476,3288,,
"Moldova, Republic of",2010,33845,3562062.5,105.24634,303428.5,287094,1275203.5,1338269.5,134164.5,223902.5,48.0844,51.9156,73.5,64.86,14.86,11.88,1.3,26.74295,23.5,,,,,,,48.9569,47.43945,20.37116,,56.65798,46.83196,36.42815,66.07972,82.85218,26.47775,6.84775,6.25,23.76238,11.53846,37.41497,38.49057,-3.46284,7.4,17.82497,44.52227,48.38734,13698.32702,71885.474,3845.61939,20180.87118,4453.06185,5.24776,12.36926,7.3527,39.22522,78.54535,-39.32014,,,,,,,,,,,,,,,,,,452,3745,,1156.9
"Moldova, Republic of",2011,33845,3559985.5,105.18498,299084.5,282335,1280063,1344031,132768,221704,48.08771,51.91229,75.09,66.83,15.66,12.69,1.3,25.70851,23.7,,,,,,,48.92642,49.04364,2.80945,,55.99195,47.98339,39.36979,65.77384,80.28704,27.40865,5.79916,6.25,18.81188,11.53846,36.90205,40.27778,2.65057,6.7,14.88796,44.89234,48.99009,14877.94621,82348.703,4179.21011,23131.72312,4876.60977,5.53495,11.73861,7.60994,44.9717,85.82946,-40.85776,,,,,,,,,,,,,,,,,,443,3535,,1156.9
"Moldova, Republic of",2012,33845,3559519,105.17119,296025.5,279013.5,1283324.5,1347270.5,132685.5,221199.5,48.09738,51.90262,75.07,67.15,15.8,12.78,1.3,25.0997,24,,,,,,,49.08046,49.68252,3.94511,,55.48406,48.08268,44.10815,65.23724,77.29021,27.25161,5.45335,18.75,19.80198,3.7037,40.13605,27.51092,-2.26213,5.6,13.09501,43.41578,47.19882,15045.94155,88227.753,4226.958,24786.41867,4937.68919,5.86389,12.11144,4.63863,43.48297,83.94157,-40.4586,,,,,,,,,,,,,,,,,,445,3509,,1156.9
"Moldova, Republic of",2013,33845,3558565.5,105.14302,294114.5,276900.5,1284351.5,1347565,133460,222174,48.10719,51.89281,75.73,68.17,16.18,13.26,1.2,25.43629,24,,,,,,,49.0199,51.03839,8.88126,,55.88137,47.96923,39.1733,63.8919,83.72879,27.73555,7.90676,25,19.80198,9.09091,40.47059,30.131,2.25379,5.1,12.20863,44.02237,48.12507,16728.16777,100510.4707,4700.81178,28244.62374,5292.84467,6.00846,12.58676,4.64244,43.34352,80.59517,-37.25165,,,,,,,,,,,,,,,,,,301,3220,,
"Moldova, Republic of",2014,33845,3556396.5,105.07893,292887,275669.5,1281734,1343712.5,136254,226139.5,48.10698,51.89302,75.53,67.64,15.89,13.08,1.3,26.73396,24,,,,,,,49.24485,56.13704,7.70555,,56.28959,47.84314,42.86285,63.18283,86.76272,28.69134,8.3498,25,18.81188,12.12121,43.82567,17.71429,1.04664,3.9,9.8176,44.02876,47.52523,17818.94573,112049.579,5010.38852,31506.46131,5558.12156,6.28823,14.03563,5.08855,41.53332,78.52649,-36.99317,,,,15.13626,17.49692,4.14972,29.70647,14.67699,16.28572,2.54792,,,,,,,,,,,
"Moldova, Republic of",2015,33845,3554107.5,105.0113,292534.5,275188,1275857.5,1336201.5,141272.5,233053.5,48.10391,51.89609,,,,,,,,,,,,,,49.51155,54.90751,13.23499,,56.37913,49.13895,48.27446,69.15518,77.04644,28.32132,8.62092,25,21.78218,13.33333,45.20885,24.86772,1.57814,4.9,12.82918,45.54365,48.60762,17954.40988,122169.5156,5050.23962,34363.99926,5465.41676,6.80443,18.81848,9.67959,43.32076,74.2104,-30.88964,,,,13.94788,17.37107,4.13085,29.27775,16.78054,15.90912,2.58278,31.72938,12.32107,5.42982,22.09245,4.909,19.58982,3.92846,,,,
"Moldova, Republic of",2016,33845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78218,,,,,,,,,,,,,,,19.92383,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2000,13812,604570,43.77136,65693.5,61367,200243,203517,31813.5,41936,49.24988,50.75012,76.27,71.05,16.48,14.6,1.9,23.61537,25.6,,,,,,,,,,,56.52279,,,,,,,,,,,,,,,,,,,,,,0.26632,1.08516,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2001,13812,607224,43.96351,65981.5,61636.5,201123.5,204412.5,31952,42118,49.24986,50.75014,76.45,71.37,16.64,14.85,1.8,21.08727,25.5,,,,,,,,,,,57.15918,,,,,,,,,,,,,,,,,,,,,,0.31299,1.11728,22.63042,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2002,13812,609485,44.12721,66197.5,61834.5,201847.5,205114.5,32127.5,42363.5,49.25019,50.74981,75.69,70.88,16.37,14.17,1.9,17.07633,26.3,,,,,,,,,,,58.69435,38.34711,,,,,,,,,,,,,,,,,,,,,0.3177,1.06163,18.28102,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2003,13812,611362,44.2631,66396.5,62091,202391.5,205907.5,32154,42421.5,49.22485,50.77515,74.93,70.38,15.94,14.28,1.8,20.80289,25.8,,,,,,,,,,,61.08208,39.03654,,,,,,12.5,,,,,,,,,,,,,,,0.3374,0.8858,6.743,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2004,13812,612817,44.36845,66126,61887.5,202813,206448.5,32551.5,42990.5,49.19748,50.80252,75.25,71.04,16.46,14,1.7,22.43727,25.5,,,,,,,56.93846,,,,60.21251,39.53099,,,,,,12.5,,,,,,27.7,60.9,70.12306,54.31999,,,,,,0.3478,0.80512,2.1662,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2005,13812,613264.5,44.40085,65271,60891,203318,206359.5,33363.5,44061.5,49.23691,50.76309,76.8,71.3,16.1,13.7,1.69,16.04129,25.5,,,,,,,44.24112,,,,59.76905,39.81043,19.67379,50.70311,43.08988,3.45607,1.15926,12.5,,7.69231,,,,30.3,58.1,54.45788,69.79461,,,,,,0.35152,0.80461,2.63214,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2006,13812,613866.5,44.44443,64319,59832,204107.5,206871.5,33917,44819.5,49.25232,50.74768,76.4,71.4,16,14,1.73,16.11467,25.4,,,,,,,44.11653,61.22574,,,57.18172,38.37209,,,,,,12.5,12.5,7.69231,,,,29.6,59.5,53.82133,68.65451,,,,,,0.33206,0.7971,2.92457,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2007,13812,615083.5,44.53254,63488,59045.5,205221.5,207888.5,34169,45271,49.24185,50.75815,76.9,71.9,16,14.1,1.8,17.37324,25.8,,,,,,,43.61016,49.70414,,,54.46765,41.28167,,,,,,,8.64198,20,,,,19.4,38.3,,,,,,,,0.34865,0.73063,4.34838,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2008,13812,616350,44.62424,62942.5,58505,206477.5,208655.5,34220.5,45549,49.2643,50.7357,77.8,72.6,16.7,14.5,1.89,19.9414,25.5,,,,,,,43.45707,42.13198,,,55.24672,44.77807,,,,,,,11.11111,,,,4.32534,16.8,30.5,,,,,,,,0.35929,0.6833,8.75626,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2009,13812,618079,44.74942,62815.5,58222,207704,209528,34133,45676.5,49.29022,50.70978,77.5,72.9,16.7,14.7,1.98,22.52346,26.3,,,,,,,43.56061,40.45802,,,54.27562,46.22279,,,,,,,6.17284,19.04762,,,-3.74042,19.1,35.6,,,,,,,,0.36726,0.7196,3.46803,,,,,,,,,,,,,,,,,,,,,52,1631,,
Montenegro,2010,13812,619425.5,44.84691,62425,57658,209371.5,210368.5,33877.5,45725,49.34798,50.65202,78.5,73.6,17.3,15.2,1.7,16.78466,26.3,,,,,,,43.65171,38.46154,,,53.90758,46.41204,,,,,,,11.11111,,,,-1.96629,19.7,45.5,,,8324.88975,3125.1,13385.1431,5024.68044,13909.82392,0.37539,0.75509,0.65174,37.04521,62.73719,-25.69198,,,,9.27257,14.73794,5.97557,32.25108,16.23377,20.26902,2.07947,,,,,,,,95,2099,,
Montenegro,2011,13812,620079,44.89422,61593,56810.5,210842,211041,33807,45985.5,49.38758,50.61242,78.8,73.3,17.4,14.9,1.65,14.26487,,,,,,,,44.24416,46.66667,,,54.70707,50.14715,30.76923,58.35866,60.30928,11.90476,4.10959,,11.11111,,,,-6.39924,19.7,37.1,,,8814.82102,3264.8,14149.8989,5240.78593,14522.19623,0.37038,0.7192,3.46092,42.34869,64.31022,-21.96153,,,,9.74636,12.28278,5.93803,34.13074,17.15596,19.68128,2.20735,5.56975,12.97905,5.97854,40.31681,9.04446,21.41032,4.70107,52,1792,,
Montenegro,2012,13812,620600.5,44.93198,60933,56158.5,211402,211356,34245,46506,49.40054,50.59946,78.3,74.2,17.2,15.1,1.72,13.23027,,93,90,67,56,25,19,44.48882,43.95604,,,53.79932,,27.27273,57.19064,59.82143,9.25926,7.09677,11.76471,12.34568,,,,2.55102,19.7,43.7,,,8572.23489,3181.5,13740.63874,5099.70186,14267.54678,0.37114,0.77828,4.02175,43.67122,68.09367,-24.42244,,,,8.99605,12.36531,5.61163,33.85567,17.85552,20.14722,2.40932,5.67446,11.69736,5.67446,41.26431,8.41215,22.2001,5.07715,56,1722,,
Montenegro,2013,13812,621207,44.97589,60402,55657,211740.5,211330,34835.5,47242,49.41638,50.58362,79,74.1,17.5,15,1.73,11.89448,,,,,,,,44.6393,35.8209,,,53.40874,50.89672,25.7732,58.18713,57.6087,9.87654,6.16438,17.64706,17.28395,,55,,0.44776,19.5,41.6,,64.74907,9084.42399,3362.5,14543.22259,5383.01449,14612.85706,0.37014,0.75316,2.08451,41.34126,61.42751,-20.08625,,,,9.91924,14.5301,4.54846,32.44493,17.73862,19.54846,2.55874,4.50495,11.88119,5.89109,40.44554,9.50495,22.37624,5.39604,,,,
Montenegro,2014,13812,621810,45.01955,60026.5,55248,211701,210896.5,35611,48327,49.42643,50.57357,78.9,74.1,17.5,15.1,1.75,10.81632,,,,,,,,44.93743,40.74074,,,53.39729,49.12178,26.26263,60.94675,60.6383,11.11111,3.8961,17.64706,14.81481,,56.03113,,7.13224,18,35.8,55.66712,67.64257,9361.13765,3457.9,14970.87376,5530.07405,14913.72476,0.36939,0.75374,-0.75549,40.14286,59.98438,-19.84152,,,,10.00572,13.45288,4.21519,32.03186,18.72901,19.05408,2.51125,5.68918,11.10083,6.47549,40.0555,9.57447,21.32285,5.78168,,,,
Montenegro,2015,13812,,,,,,,,,,,,,,,,,,,,,,,,45.40721,48.50746,,,53.79621,,21.9697,58.62944,61.7801,12.97297,2.99401,23.52941,17.28395,17.64706,58.03922,,2.49653,17.6,37.6,,,9704.3085,3624.7,15507.5402,5792.29122,15288.0636,0.37351,0.90166,1.20377,42.4642,61.06988,-18.60568,,,,9.84527,12.93988,4.59179,33.30548,17.86251,18.77486,2.68021,7.70965,10.86564,6.58251,37.46619,10.27953,20.91975,6.17674,,,,
Montenegro,2016,13812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51852,,,,,,,,,,,,,,,0.90404,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2000,41526,15925512.5,383.50702,1514663,1446877.5,5476987,5323513.5,886436,1277035.5,49.46834,50.53166,80.76,75.65,19.41,15.43,1.72,7.36031,29.1,,,,,,,43.16868,73.30639,42.90844,21,50.49956,,26.64055,41.45038,67.70386,5.32623,11.02041,26.66667,36,,41.23484,33.33333,1.82314,3.7,5.3,65.21633,83.16616,502101.14168,448061,31535.05475,28140.99987,22208.77632,0.89237,1.08516,2.31669,66.49296,59.95902,6.53393,96.99993,95.68869,92.73113,2.49682,19.28148,5.4215,25.4724,27.11696,17.82846,2.38239,2.85018,12.28989,6.73569,28.22168,22.97199,23.47138,3.47138,1082,46083,2265,2802
Netherlands,2001,41526,16046180,386.41285,1528501,1459392,5511307,5360372.5,901103,1285504.5,49.48786,50.51214,80.89,75.93,19.48,15.64,1.71,7.7609,29.2,,,,,,,43.51029,73.21743,42.1809,19,50.81835,17.70364,25.76505,42.51675,68.32814,5.61941,12.5,26.66667,36,,46.11006,33.66337,1.96102,3.1,4.4,66.53829,83.53554,526379.9508,476696,32810.56852,29713.64458,23134.63897,0.90561,1.11728,4.1634,63.82348,57.16306,6.66043,91.69413,97.02059,95.12625,2.43568,19.3034,5.56095,25.63118,26.25223,18.38772,2.42885,2.8312,12.06546,6.70171,28.33592,22.69741,23.79644,3.5838,993,42810,2499,2809
Netherlands,2002,41526,16148928.5,388.88717,1536947,1467221,5540730.5,5394445,916041.5,1293543.5,49.5,50.5,80.85,76.11,19.46,15.72,1.73,7.58973,29.2,94,90,86,76,56,31,43.64356,72.25945,41.90633,18.7,51.01231,,25.34486,43.08495,69.32283,5.51362,12.36123,7.14286,34,,45.02274,31.28205,0.68092,3.7,4.6,67.5139,84.1658,548262.52686,494501,33954.45141,30624.94581,24439.25921,0.90194,1.06163,3.28492,60.75074,53.95965,6.79109,92.33203,96.18862,95.53862,2.26455,18.30711,5.61881,25.91941,25.9262,19.47562,2.48829,2.80019,11.73469,6.62079,28.01376,22.5439,24.65591,3.64262,987,40682,2516,2806
Netherlands,2003,41526,16225302,390.72634,1541425.5,1471470.5,5556489.5,5420111.5,932777.5,1303027.5,49.49487,50.50513,81.08,76.36,19.6,15.91,1.75,7.0627,29.3,,,,,,,44.17076,72.70688,41.65335,,50.89346,19.86867,25.66951,44.51718,69.78795,5.98909,11.48564,33.33333,36.66667,,46.11006,36.13861,-0.55766,4.8,6.6,68.20708,83.79031,547438.76482,506671,33744.60734,31231.64643,24439.50044,0.92553,0.8858,2.11273,59.70936,52.9454,6.76396,94.76071,94.97409,96.22324,2.2389,18.03202,5.51468,25.44226,26.05542,20.2325,2.48421,2.7443,11.43062,6.37155,27.90836,22.24078,25.6294,3.66305,1028,37976,2542,2811
Netherlands,2004,41526,16281779,392.08638,1541197.5,1470941.5,5561360.5,5438367.5,953388.5,1316523.5,49.47829,50.52171,81.65,77.02,20.04,16.39,1.72,6.28804,29.4,,,,,,,44.40809,72.52593,41.36705,,50.98932,,25.39365,45.42327,67.95473,5.1204,11.15991,33.33333,36.66667,,46.5,27.74869,-1.16931,5.7,8,68.88464,83.59645,576406.39181,523939,35414.49937,32190.89457,25283.69184,0.90898,0.80512,1.23826,63.53583,55.61239,7.92344,99.87302,97.97552,97.78808,2.01587,18.16469,5.4126,25.41606,26.30176,20.21029,2.47872,2.70433,11.20367,6.33828,27.75564,22.27454,25.94471,3.77882,804,33302,2585,2811
Netherlands,2005,41526,16319868,393.00361,1533066,1463513,5562012,5451712.5,976615,1332949.5,49.4593,50.5407,81.82,77.35,20.24,16.54,1.71,5.77314,29.4,97,99,92,88,69,47,44.89316,72.85802,41.36858,,51.26078,21.02731,25.53952,46.34385,68.57226,5.00134,10.55823,33.33333,36.66667,12.09677,47.41302,32.75862,0.67608,5.9,8.2,69.62583,83.0329,608833.97273,545609,37312.86221,33438.07072,26273.40212,0.89615,0.80461,1.67504,66.61657,57.93728,8.67929,100,100,100,2.0078,18.46082,5.49318,25.24717,26.3111,20.02969,2.45023,2.62621,10.92457,6.28373,27.4973,22.6526,26.16621,3.86137,750,31828,2600,2810
Netherlands,2006,41526,16346101,393.63534,1520236.5,1451363,5562311,5462785,1000413,1348992.5,49.44886,50.55114,82.14,77.83,20.4,16.92,1.72,5.22861,29.4,100,99,93,90,66,50,45.10853,72.54892,44.51763,23.6,51.57609,,26.65882,47.2767,68.55852,5.01672,10.16701,29.41176,36.66667,15.32258,48.17903,38.28125,2.15853,5,6.6,70.44209,83.35384,667173.48685,579212,40828.19208,35445.32158,28479.96404,0.86816,0.7971,1.16698,69.27895,60.54692,8.73204,100.10178,101.74137,104.21392,2.11285,18.55864,5.55771,25.04952,26.68755,19.62805,2.40569,2.52377,10.61157,6.20965,27.57366,23.35955,25.91854,3.815,730,28559,2604,2797
Netherlands,2007,41526,16381695.5,394.4925,1507661,1439508.5,5567123,5475814,1025509.5,1366079.5,49.44722,50.55278,82.65,78.24,20.82,17.21,1.72,5.19353,29.4,99,100,95,93,70,57,45.49386,72.48398,43.85698,19.3,51.6547,23.00602,27.98876,46.63238,69.13604,4.61538,10.12526,31.25,36.66667,17.35537,49.08316,32.86713,2.95809,4.2,5.9,71.98747,84.05958,715211.18252,613280,43669.01835,37445.35352,30096.57523,0.85748,0.73063,1.61599,70.27361,61.44828,8.82533,102.72798,106.18344,108.11145,1.96523,18.36707,5.66794,25.36008,26.97318,19.28192,2.38458,2.42846,10.31809,6.22506,27.46551,23.82853,25.78953,3.95622,709,30350,2582,2801
Netherlands,2008,41526,16445593,396.03123,1498621.5,1430769.5,5580156,5492725.5,1055457,1387863.5,49.46148,50.53852,82.5,78.4,20.7,17.4,1.77,5.18105,29.4,99,99,95,94,75,66,45.70323,72.5201,43.12639,18.9,51.82651,,28.08045,46.82459,69.43105,4.41196,10.37422,,39.33333,20.16129,50.35461,31.33333,1.63037,3.7,5.3,72.80903,84.31485,758805.35848,639163,46156.0437,38878.52798,31858.03492,0.84233,0.6833,2.4839,71.6426,63.01601,8.62659,105.55371,106.99658,110.72043,1.769,18.34391,5.84511,24.72223,27.23411,19.69987,2.38576,2.34463,10.19744,6.22616,27.26049,23.85012,26.07135,4.06103,677,27507,2637,2888
Netherlands,2009,41526,16530388,398.07321,1492974.5,1425010,5596659.5,5510672.5,1090302,1414769.5,49.48423,50.51577,82.9,78.7,21,17.6,1.79,5.32323,29.4,99,99,97,95,81,65,45.94935,72.10966,42.83148,18.5,51.83337,25.87653,28.48623,47.30886,69.67117,4.74458,9.85853,,41.33333,19.5122,51.15798,32.46753,-0.85259,4.4,6.6,73.34314,83.98403,733726.29208,617540,44398.29917,37367.7841,31844.92704,0.84165,0.7196,1.19135,63.15445,55.82602,7.32843,109.0244,98.6114,108.37983,1.66014,16.72437,6.07489,24.02775,27.34261,21.6217,2.54854,2.30821,10.01358,6.21181,27.031,23.30844,26.94048,4.18647,644,22245,2631,2896
Netherlands,2010,41526,16615394,400.12026,1488736,1421257,5610074.5,5528689.5,1124668.5,1441968.5,49.49313,50.50687,83,78.9,21,17.7,1.79,5.13353,29.4,100,98,98,97,81,69,45.95776,71.8585,42.55167,17.8,51.82266,,28.60892,46.91551,69.7086,4.68978,10.56965,25,40.66667,17.82946,52.31815,37.5,-0.67889,5,8.7,72.02973,82.56397,743935.53859,631512,44783.02062,38015.41055,31892.98899,0.84888,0.75509,1.27522,71.95398,63.59103,8.36294,109.11913,100.43392,110.32095,1.90715,16.75875,5.37748,24.36165,27.22203,21.79559,2.57734,2.3126,9.8314,5.95808,27.06767,22.76145,27.85373,4.21508,537,12457,,3013
Netherlands,2011,41526,16693073.5,401.99089,1484364,1417503,5605545.5,5530004,1173267,1482390,49.50063,50.49937,83.1,79.4,21.2,18.1,1.76,4.83183,29.4,100,100,97,98,84,74,46.23583,72.22551,42.38785,18.6,51.42829,24.2328,29.27707,45.62593,66.01965,5.73859,11.17512,33.33333,39.33333,16.27907,53.43137,34.96503,0.8658,5,10,72.19886,81.87963,774363.21766,642929,46388.49923,38514.88648,32908.22989,0.83027,0.7192,2.34083,77.35644,68.81677,8.53967,107.56719,101.45653,112.9487,1.67308,17.16403,5.22697,24.46781,27.18991,21.68602,2.59218,2.27016,9.67924,5.89564,27.27581,22.84843,27.75017,4.28055,546,5813,,3013
Netherlands,2012,41526,16754961.5,403.48123,1477041.5,1410249,5583372.5,5513942,1234691,1535665.5,49.50835,50.49165,83,79.3,21,18,1.72,4.53244,29.4,100,100,98,97,86,79,46.26957,71.58446,41.74216,17.6,51.525,23.9532,28.77375,46.11445,66.2489,6.06669,10.2849,41.66667,40.66667,16.23932,54.30712,34.48276,-0.2033,5.8,11.7,73.49914,82.95345,778249.29975,645164,46457.09765,38512.65521,33097.20048,0.82899,0.77828,2.45666,81.93622,72.33463,9.60159,106.22487,98.67255,112.7571,1.75136,17.3776,4.7661,24.47485,27.00383,22.02414,2.60212,2.25215,9.5971,5.76053,27.42191,22.83839,27.88592,4.25532,562,5533,,
Netherlands,2013,41526,16804432,404.67254,1465587,1398411,5566067,5502682.5,1289208,1582476.5,49.51588,50.48412,83.2,79.5,21.2,18.2,1.68,3.91318,29.4,99,99,98,98,89,81,46.21422,70.50138,41.04683,16.5,51.34559,23.6095,24.57806,47.37719,62.181,6.76272,8.95164,41.66667,38.66667,22.22222,55.50883,44.8,-1.177,7.3,13.2,74.1402,83.77549,808189.51375,652748,48106.51868,38854.04762,34188.93407,0.80767,0.75316,2.50584,82.01021,71.3142,10.69601,106.7751,98.40107,113.13681,1.90269,16.93323,4.49523,24.83676,27.09202,22.16385,2.57623,2.24462,9.56253,5.47412,27.45076,22.98443,28.03481,4.26019,476,10629,,
Netherlands,2014,41526,16865007.5,406.13128,1452553,1386017,5562089,5500994,1338979.5,1624375,49.53227,50.46773,83.5,80,21.4,18.6,1.71,3.68332,29.5,97,99,96,95,88,84,46.01497,69.93522,40.43136,16.1,,23.36062,25.4581,46.9271,61.78091,7.55594,10.32277,41.66667,38.66667,25,56.29504,24.39024,-0.24049,7.4,12.7,73.43218,83.38054,814085.09849,663008,48276.4098,39317.32195,34125.69445,0.81442,0.75374,0.97613,82.56537,71.72312,10.84225,111.37145,98.11848,115.39166,1.8406,15.94824,4.55681,25.14923,27.88234,22.00367,2.61912,2.21559,9.53966,5.30364,27.64321,23.26943,27.74653,4.28194,,,,
